Record ID,Data Status,Data Quality,Last Updated,Source ID,Source URL,Notes,Venue Name,Previous / Alternative Venue Name,Venue Type,Primary Use,Country,City,State / Prefecture,Metro Area,Latitude,Longitude,Ownership Type,Opened Year,Renovated Year,New / Renewed Venue Flag,Capacity,Total Site Area sqm,Nearest Major Station / Airport,Distance to CBD km,Sponsor Name,Sponsor Industry,Sponsor HQ Country,Contract Status,Contract Announcement Date,Contract Start Year,Contract End Year,Contract Length years,Currency,Total Contract Value Original,Annual Fee Original,Annualized Fee Original Calc,FX to Base Currency,Annualized Fee Base Currency,Inflation / CPI Normalization Factor,Real Annualized Fee Base Year,Rights Scope Summary,Included Assets / Benefits,Exclusivity Y/N,Renewal Y/N,Termination / Opt-out Y/N,Primary Tenant / Team,League / Competition,League Tier / Level,Multi-tenant Y/N,Number of Anchor Tenants,Average Home Attendance,Annual Venue Attendance,Annual Event Days,Sports Event Days,Concert / Entertainment Days,Other Event Days,Utilization Rate,Attendance per Seat,Broadcast / Streaming Viewers Annual,National Broadcast Games / Events,International Exposure Y/N,Media Mentions Annual,Estimated Media Impressions,Social Followers Tenant / Venue,Annual Social Posts Mentioning Venue,Social Impressions Annual,Avg Engagement Rate,Google Trends Index Venue,Search Volume Venue,Mobile Foot Traffic Annual,City Population,Metro Population,Regional GDP / GRP,Median Household Income,Annual Tourists / Visitors City,Number of Large Corporate HQs,Sponsor-Venue Fit Notes,Comparable Venue Group,Special Factors,Missing Data Flag,Researcher Comments,Region,Subregion,Local Country / Territory Name,Local Venue Name,English Venue Name,Original Language Source Title,Original Language,Row Source Type,Data Type / Value Basis,Value Disclosure Status,Rights Type,Naming Scope,Tax Treatment,Public / Private Facility,Facility Governance / Scheme,Bundled Assets Flag,Local Currency Notes,Regional Data Notes,Group 1-3 Completeness %,Group 1-3 Cells Filled (of 31),Group 1-2 Completeness % (excl. Tax)
SBJ-FULL-095,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Canada Life Centre,,Arena / Indoor Venue,Major League,Canada,Winnipeg,Manitoba,,,,Private,2004.0,,,15225.0,,,,"Great-West Lifeco, Canada Life’s parent company",Insurance,,Listed in SBJ directory,,2022.0,2031.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Winnipeg Jets, Manitoba Moose, Winnipeg Sea Bears",NHL,Major League,Y,3.0,14366.0,,,,,,,,,,,,,551200.0,,,,,,,,,,,,,,Major League,,Y,"Source page 2. Raw fields: Years='10 (2031)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-101,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",CaroMont Health Park,,Ballpark / Field,Minor League,United States,Gastonia,North Carolina,,,,Public,2021.0,,,5000.0,,,,CaroMont Health,Health Care,,Listed in SBJ directory,,2022.0,2031.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Gastonia Ghost Peppers,Atlantic League of Professional Baseball,Minor League,N,1.0,,,,,,,,,,,,,,5459.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='10 (2031)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-117,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Charles Schwab Field Omaha,,Ballpark / Field,Collegiate,United States,Omaha,Nebraska,,,,Public,2011.0,,,24000.0,,,,Charles Schwab,Financial Services,,Listed in SBJ directory,,2022.0,2029.0,8.0,USD,,,,1.0,,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Men's College World Series, Creighton Bluejays",NCAA Division I - Big East,Collegiate,Y,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,Y,"Source page 3. Raw fields: Years='8 (2029)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4516129032258064,14,0.875
SBJ-FULL-122,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Chase Stadium,,Stadium,Major League,United States,Fort Lauderdale,Florida,,,,Public,2020.0,,,21550.0,,,,JPMorgan Chase,Financial Services,,Listed in SBJ directory,,2024.0,2025.0,2.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Inter Miami CF, Inter Miami 2",MLS,Major League,Y,2.0,20410.0,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 3. Raw fields: Years='2 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-129,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Children's Mercy Park,,Ballpark / Field,Major League,United States,Kansas City,Kansas,,,,Mixed,2011.0,,,18467.0,,,,Children's Mercy KC,Health Care,,Listed in SBJ directory,,2016.0,2025.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Sporting Kansas City, Sporting Kansas City 2",MLS,Major League,Y,2.0,21193.0,,,,,,,,,,,,,358800.0,,,,,,,,,,,,,,Major League,,Y,"Source page 3. Raw fields: Years='10 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.5161290322580645,16,0.875
SBJ-FULL-130,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Chukchansi Park,,Ballpark / Field,Minor League,United States,Fresno,California,,,,Public,2002.0,,,10650.0,,,,Chukchansi Gold Resort and Casino,Casino/Gambling,,Listed in SBJ directory,,2022.0,2031.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Fresno Grizzlies,MiLB Single-A,Minor League,N,1.0,,,,,,,,,,,,,,59000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='10 (2031)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.4838709677419355,15,0.875
SBJ-FULL-140,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Clover Park,,Ballpark / Field,Minor League,United States,Port St. Lucie,Florida,,,,Public,1988.0,,,7160.0,,,,Fiserv,Technology,,Listed in SBJ directory,,2017.0,2026.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"St. Lucie Mets, FCL Mets",MiLB Single-A,Minor League,Y,2.0,1300.0,,,,,,,,,,,,,24000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='10 (2026)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-143,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Co-op Place,,Arena / Indoor Venue,Minor League,Canada,Medicine Hat,Alberta,,,,Public,2015.0,,,7100.0,,,,South Country Co-op,Financial Services,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Medicine Hat Tigers,WHL,Minor League,N,1.0,3544.0,,,,,,,,,,,,,29000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='10 (2030)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-144,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Coca-Cola Coliseum,,Arena / Indoor Venue,Minor League,Canada,Toronto,Ontario,,,,Public,1921.0,,,8140.0,,,,Coca-Cola,Beverages (Non-alcoholic),,Listed in SBJ directory,,2019.0,2028.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Toronto Marlies, Toronto Sceptres",AHL,Minor League,Y,2.0,5824.0,,,,,,,,,,,,,151000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='10 (2028)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-145,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Coca-Cola Park,,Ballpark / Field,Minor League,United States,Allentown,Pennsylvania,,,,Public,2008.0,,,10178.0,,,,Coca-Cola,Beverages (Non-alcoholic),,Listed in SBJ directory,,2016.0,2027.0,12.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Lehigh Valley IronPig,MiLB Triple-A,Minor League,N,1.0,8066.0,,,,,,,,,,,,,86000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 3. Raw fields: Years='12 (2027)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-149,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Community First Igloo,,Arena / Indoor Venue,Youth facility,United States,Jacksonville,Florida,,,,Private,2007.0,,,600.0,,,,Community First Credit Union,Financial Services,,Listed in SBJ directory,,2022.0,2031.0,10.0,USD,,,,1.0,,,,Youth facility,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Southern Steam,Elite Indoor Football,Youth facility,N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth facility,,Y,"Source page 3. Raw fields: Years='10 (2031)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.875
SBJ-FULL-153,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Cool Insuring Arena,,Arena / Indoor Venue,Minor League,United States,Glens Falls,New York,,,,Public,1979.0,,,4794.0,,,,Arthur J. Gallagher and Co. (Cool Insuring Agency),Insurance,,Listed in SBJ directory,,2021.0,2025.0,5.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Adirondack Thunder, Adirondack Jr. Thunder",ECHL,Minor League,Y,2.0,4239.0,,,,,,,,,,,,,22000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='5 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-154,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Coolray Field,,Ballpark / Field,Minor League,United States,Lawrenceville,Georgia,,,,Public,2009.0,,,10427.0,,,,Coolray (Mr. Plumber),Retail,,Listed in SBJ directory,,2010.0,2025.0,16.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Gwinnett Stripers,MiLB Triple-A,Minor League,N,1.0,2620.0,,,,,,,,,,,,,70000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='16 (2025)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-155,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",CoolToday Park,,Ballpark / Field,Minor League,United States,North Port,Florida,,,,Public,2019.0,,,6200.0,,,,CoolToday,Manufacturing,,Listed in SBJ directory,,2019.0,2038.0,20.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Atlanta Braves, FCL Braves",MLB,Minor League,Y,2.0,6303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='20 (2038)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.4838709677419355,15,0.875
SBJ-FULL-159,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Covenant Health Park (begins 2025),,Ballpark / Field,Minor League,United States,Knoxville,Tennessee,,,,Public,2025.0,,,6355.0,,,,Covenant Health,Health Care,,Listed in SBJ directory,,2016.0,2035.0,20.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Class AA Knoxville Smokies; USL1 One Knoxville SC,MiLB Double-A,Minor League,N,2.0,4617.0,,,,,,,,,,,,,57000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='20 (2035)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,PPP,,,,,0.5161290322580645,16,0.875
SBJ-FULL-161,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",CPKC Stadium,,Stadium,Major League,United States,Kansas City,Missouri,,,,Private,2024.0,,,11500.0,,,,CPKC,Travel/Tourism,,Listed in SBJ directory,,2024.0,2033.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Kansas City Current,NWSL,Major League,N,1.0,11500.0,,,,,,,,,,,,,192000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 4. Raw fields: Years='10 (2033)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-173,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Daikin Park,,Ballpark / Field,Major League,United States,Houston,Texas,,,,Public,2000.0,,,41168.0,,,,Daikin Comfort Technologies North America,Telecommunications,,Listed in SBJ directory,,2026.0,2040.0,15.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Houston Astros,MLB,Major League,N,1.0,35006.0,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 4. Raw fields: Years='15 (2040)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-175,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Day Air Ballpark,,Ballpark / Field,Minor League,United States,Dayton,Ohio,,,,Public,2000.0,,,8200.0,,,,Day Air Credit Union,Financial Services,,Listed in SBJ directory,,2020.0,2029.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Dayton Dragons,MiLB High-A,Minor League,N,1.0,8012.0,,,,,,,,,,,,,34000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='10 (2029)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-178,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Delta Center,,Arena / Indoor Venue,Major League,United States,Salt Lake City,Utah,,,,Private,1991.0,,,18206.0,,,,Delta Air Lines,Airlines,,Listed in SBJ directory,,2024.0,2033.0,10.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Utah Jazz, Utah Mammoth",NBA,Major League,Y,2.0,18174.0,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 4. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Private,,,,,0.5161290322580645,16,0.875
SBJ-FULL-179,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Delta Dental Park at Hadlock Field,,Ballpark / Field,Minor League,United States,Portland,Maine,,,,Public,1994.0,,,7368.0,,,,Northeast Delta Dental,Health Care,,Listed in SBJ directory,,2025.0,2034.0,10.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Portland Sea Dogs,MiLB Double-A,Minor League,N,1.0,6084.0,,,,,,,,,,,,,68000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='10 (2034)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-180,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Delta Dental Stadium,,Stadium,Minor League,United States,Manchester,New Hampshire,,,,Public,2005.0,,,6500.0,,,,Northeast Delta Dental,Health Care,,Listed in SBJ directory,,2012.0,2026.0,15.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,New Hampshire Fisher Cats,MiLB Double-A,Minor League,N,1.0,3704.0,,,,,,,,,,,,,30000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 4. Raw fields: Years='15 (2026)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-193,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 4; raw years=(); raw annual=None; raw total=None.,EchoPark Speedway ^^,,Ballpark / Field,Major League,United States,Hampton,Georgia,,,,Private,1960.0,,,71000.0,,,,EchoPark Speedway,Automotive,,Listed in SBJ directory,,2025.0,2031.0,7.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,NASCAR Cup Series (Atlanta Motor Speedway events),NASCAR,Major League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major League,,Y,"Source page 4. Raw fields: Years='()', Annual='None', Total='None'.",,,,,,,,,,,,,,Private,,,,,0.4516129032258064,14,0.875
SBJ-FULL-199,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-05-20,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Enterprise Center,,Arena / Indoor Venue,Major League,United States,St. Louis,Missouri,,,,Public,1994.0,,,18096.0,,,,Enterprise Rent-A-Car,Automotive,,Listed in SBJ directory,,2019.0,2033.0,15.0,USD,,,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,St. Louis Blues,NHL,Major League,N,1.0,17715.0,,,,,,,,,,,,,848000.0,,,,,,,,,,,,,,Major League,,Y,"Source page 4. Raw fields: Years='15 (2033)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
SBJ-FULL-205,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",Excite Field,,Ballpark / Field,Minor League,United States,San Jose,California,,,,Public,1942.0,,,4200.0,,,,Excite Credit Union,Financial Services,,Listed in SBJ directory,,2020.0,2022.0,3.0,USD,,,,1.0,,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"San Jose Giants, San Jose State Spartans",MiLB Single-A - California League,Minor League,Y,2.0,1875.0,,,,,,,,,,,,,49000.0,,,,,,,,,,,,,,Minor League,,Y,"Source page 5. Raw fields: Years='N/A (N/A)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5161290322580645,16,0.875
